(0, 0)
(3, 1)
(6, 2)
(8, 0)
(11, 3)
(13, 1)
(30, 3)
(33, 0)
(36, 1)
(38, 1)
(40, 2)
(43, 3)
(45, 0)
(60, 2)
(63, 0)
(65, 2)
(68, 1)
(71, 0)
(74, 2)
(77, 3)
(90, 1)
(95, 0)
(98, 0)
(100, 2)
(101, 3)
(104, 1)
(107, 2)
(110, 0)
(113, 3)
(116, 3)
(118, 1)
(121, 2)
(124, 0)
(127, 3)
(130, 1)
(131, 2)
(134, 0)
(135, 3)
average waiting time 22.9375
